sector,year,sex,name,n,prop
Other,2021,F,נינה,7,0.00393038
Other,2021,F,עמנואל,7,0.00393038
Other,2021,F,קמילה,7,0.00393038
Other,2021,F,איב,6,0.00336889
Other,2021,F,אלינה,6,0.00336889
Other,2021,F,אלכס,6,0.00336889
Other,2021,F,אלמא,6,0.00336889
Other,2021,F,אמי,6,0.00336889
Other,2021,F,אמינה,6,0.00336889
Other,2021,F,אנסטסיה,6,0.00336889
Other,2021,F,אסיל,6,0.00336889
Other,2021,F,ג'וליה,6,0.00336889
Other,2021,F,דניאל,6,0.00336889
Other,2021,F,טלי,6,0.00336889
Other,2021,F,לורן,6,0.00336889
Other,2021,F,ליאנה,6,0.00336889
Other,2021,F,לילי,6,0.00336889
Other,2021,F,ליליאן,6,0.00336889
Other,2021,F,מילאנה,6,0.00336889
Other,2021,F,מילה,6,0.00336889
Other,2021,F,מיראל,6,0.00336889
Other,2021,F,נאיה,6,0.00336889
Other,2021,F,סול,6,0.00336889
Other,2021,F,סופי,6,0.00336889
Other,2021,F,רחל,6,0.00336889
Other,2021,F,ריתאל,6,0.00336889
Other,2021,F,שאם,6,0.00336889
Other,2021,F,שייה,6,0.00336889
Other,2021,F,תאלין,6,0.00336889
Other,2021,F,אגם,5,0.00280741
Other,2021,F,אדלינה,5,0.00280741
Other,2021,F,אליאנה,5,0.00280741
Other,2021,F,אליה,5,0.00280741
Other,2021,F,אריאה,5,0.00280741
Other,2021,F,ארייה,5,0.00280741
Other,2021,F,בל,5,0.00280741
Other,2021,F,גבריאלה,5,0.00280741
Other,2021,F,זינב,5,0.00280741
Other,2021,F,זינה,5,0.00280741
Other,2021,F,לייה,5,0.00280741
Other,2021,F,ליסה,5,0.00280741
Other,2021,F,לני,5,0.00280741
Other,2021,F,מאי,5,0.00280741
Other,2021,F,מיכאלה,5,0.00280741
Other,2021,F,מיכל,5,0.00280741
Other,2021,F,נויה,5,0.00280741
Other,2021,F,נלי,5,0.00280741
Other,2021,F,סילין,5,0.00280741
Other,2021,F,סלין,5,0.00280741
Other,2021,F,פאטמה,5,0.00280741
Other,2021,F,רזאן,5,0.00280741
Other,2021,M,דניאל,155,0.07405638
Other,2021,M,אדם,127,0.06067845
Other,2021,M,דוד,89,0.04252269
Other,2021,M,ליאם,66,0.03153368
Other,2021,M,איתן,64,0.03057812
Other,2021,M,מיכאל,62,0.02962255
Other,2021,M,יוסף,43,0.02054467
Other,2021,M,מרק,40,0.01911132
Other,2021,M,לאון,36,0.01720019
Other,2021,M,מוחמד,36,0.01720019
Other,2021,M,אריאל,32,0.01528906
Other,2021,M,גבריאל,32,0.01528906
Other,2021,M,ליאור,32,0.01528906
Other,2021,M,שון,30,0.01433349
Other,2021,M,רפאל,29,0.01385571
Other,2021,M,מקסים,28,0.01337793
Other,2021,M,נתנאל,25,0.01194458
Other,2021,M,יאן,24,0.01146679
Other,2021,M,יונתן,24,0.01146679
Other,2021,M,עידן,24,0.01146679
Other,2021,M,קאי,23,0.01098901
Other,2021,M,אחמד,22,0.01051123
Other,2021,M,אמיר,22,0.01051123
Other,2021,M,לב,21,0.01003344
Other,2021,M,ליאו,21,0.01003344
Other,2021,M,איתי,20,0.00955566
Other,2021,M,אלכסנדר,20,0.00955566
Other,2021,M,בן,19,0.00907788
Other,2021,M,טום,19,0.00907788
Other,2021,M,לביא,18,0.0086001
Other,2021,M,עומר,18,0.0086001
Other,2021,M,עילאי,18,0.0086001
Other,2021,M,דן,17,0.00812231
Other,2021,M,מירון,17,0.00812231
Other,2021,M,שי,17,0.00812231
Other,2021,M,תום,17,0.00812231
Other,2021,M,עלי,16,0.00764453
Other,2021,M,ארי,15,0.00716675
Other,2021,M,לאו,15,0.00716675
Other,2021,M,אריק,14,0.00668896
Other,2021,M,נתן,14,0.00668896
Other,2021,M,איליי,13,0.00621118
Other,2021,M,דין,13,0.00621118
Other,2021,M,ליאון,13,0.00621118
Other,2021,M,מייקל,13,0.00621118
Other,2021,M,נועם,13,0.00621118
Other,2021,M,אהרון,12,0.0057334
Other,2021,M,עבד,12,0.0057334
Other,2021,M,ריי,12,0.0057334
Other,2021,M,אביב,11,0.00525561
Other,2021,M,אורי,11,0.00525561
Other,2021,M,אלכס,11,0.00525561
Other,2021,M,מרטין,11,0.00525561
Other,2021,M,ניל,11,0.00525561
Other,2021,M,אילן,10,0.00477783
Other,2021,M,בנימין,10,0.00477783
Other,2021,M,עמנואל,10,0.00477783
Other,2021,M,אביאל,9,0.00430005
Other,2021,M,אבראהים,9,0.00430005
Other,2021,M,אליאס,9,0.00430005
Other,2021,M,טים,9,0.00430005
Other,2021,M,לוקאס,9,0.00430005
Other,2021,M,לירוי,9,0.00430005
Other,2021,M,מחמד,9,0.00430005
Other,2021,M,עומרי,9,0.00430005
Other,2021,M,רון,9,0.00430005
Other,2021,M,אדריאן,8,0.00382226
Other,2021,M,ארתור,8,0.00382226
Other,2021,M,חאלד,8,0.00382226
Other,2021,M,לוי,8,0.00382226
Other,2021,M,מחמוד,8,0.00382226
Other,2021,M,סמואל,8,0.00382226
Other,2021,M,עידו,8,0.00382226
Other,2021,M,עמית,8,0.00382226
Other,2021,M,ראיין,8,0.00382226
Other,2021,M,רוברט,8,0.00382226
Other,2021,M,ריף,8,0.00382226
Other,2021,M,אוליבר,7,0.00334448
Other,2021,M,איליה,7,0.00334448
Other,2021,M,איתמר,7,0.00334448
Other,2021,M,אלון,7,0.00334448
Other,2021,M,אמיל,7,0.00334448
Other,2021,M,גיא,7,0.00334448
Other,2021,M,דומיניק,7,0.00334448
Other,2021,M,דילן,7,0.00334448
Other,2021,M,טל,7,0.00334448
Other,2021,M,יהונתן,7,0.00334448
Other,2021,M,יובל,7,0.00334448
Other,2021,M,סנד,7,0.00334448
Other,2021,M,עז,7,0.00334448
Other,2021,M,קיריל,7,0.00334448
Other,2021,M,רוי,7,0.00334448
Other,2021,M,תומס,7,0.00334448
Other,2021,M,אדיר,6,0.0028667
Other,2021,M,אוריאל,6,0.0028667
Other,2021,M,אלרועי,6,0.0028667
Other,2021,M,ארטיום,6,0.0028667
Other,2021,M,אריה,6,0.0028667
Other,2021,M,גל,6,0.0028667
Other,2021,M,דניס,6,0.0028667
Other,2021,M,טומי,6,0.0028667
Other,2021,M,יאיר,6,0.0028667
Other,2021,M,יחיא,6,0.0028667
Other,2021,M,ליעם,6,0.0028667
Other,2021,M,מילאן,6,0.0028667
Other,2021,M,מתן,6,0.0028667
Other,2021,M,ניק,6,0.0028667
Other,2021,M,ניקיטה,6,0.0028667
Other,2021,M,סאלם,6,0.0028667
Other,2021,M,תומאס,6,0.0028667
Other,2021,M,תומר,6,0.0028667
Other,2021,M,תיאו,6,0.0028667
Other,2021,M,תמיר,6,0.0028667
Other,2021,M,אברהם,5,0.00238892
Other,2021,M,אור,5,0.00238892
Other,2021,M,אושר,5,0.00238892
Other,2021,M,איאן,5,0.00238892
Other,2021,M,אליאב,5,0.00238892
Other,2021,M,אלירן,5,0.00238892
Other,2021,M,אלן,5,0.00238892
Other,2021,M,ג'וד,5,0.00238892
Other,2021,M,דמיטרי,5,0.00238892
Other,2021,M,זוהר,5,0.00238892
Other,2021,M,חסן,5,0.00238892
Other,2021,M,טאי,5,0.00238892
Other,2021,M,טימופיי,5,0.00238892
Other,2021,M,טימור,5,0.00238892
Other,2021,M,יעקב,5,0.00238892
Other,2021,M,ירדן,5,0.00238892
Other,2021,M,לאונרדו,5,0.00238892
Other,2021,M,מאור,5,0.00238892
Other,2021,M,סטפן,5,0.00238892
Other,2021,M,סלימאן,5,0.00238892
Other,2021,M,עבדאללה,5,0.00238892
Other,2021,M,עמראן,5,0.00238892
Other,2021,M,פיליפ,5,0.00238892
Other,2021,M,רום,5,0.00238892
Other,2021,M,תאודור,5,0.00238892
