sector,sex,name,total
Jewish,F,טובית,131
Jewish,F,יה-לי,131
Jewish,F,קילא,130
Jewish,F,נעימה,128
Jewish,F,ג'ניפר,128
Jewish,F,רוניה,128
Jewish,F,אפריל,128
Jewish,F,שאשא,128
Jewish,F,נדיה,127
Jewish,F,קמי,127
Jewish,F,סילבי,127
Jewish,F,תמנע,127
Jewish,F,פולינה,127
Jewish,F,דניס,126
Jewish,F,גבי,126
Jewish,F,שיר-אל,126
Jewish,F,ארנונה,125
Jewish,F,מתנה,125
Jewish,F,אודט,125
Jewish,F,ג'נט,125
Jewish,F,לי-שי,125
Jewish,F,אחווה,124
Jewish,F,טום,124
Jewish,F,לימאי,124
Jewish,F,פליאה,124
Jewish,F,פעריל,124
Jewish,F,חפצי,123
Jewish,F,פריידה,123
Jewish,F,שיקמה,123
Jewish,F,סביון,123
Jewish,F,אופאל,123
Jewish,F,ארגמן,123
Jewish,F,יטל,123
Jewish,F,ורה,122
Jewish,F,רויה,122
Jewish,F,שיילי,121
Jewish,F,ליבר,121
Jewish,F,מיכאל,120
Jewish,F,גניה,119
Jewish,F,סיאל,119
Jewish,F,רמית,118
Jewish,F,פריידי,118
Jewish,F,סאן,118
Jewish,F,קארינה,118
Jewish,F,עליה,118
Jewish,F,אליז,117
Jewish,F,דוראל,117
Jewish,F,אילור,117
Jewish,F,לי-ים,117
Jewish,F,לילית,116
Jewish,F,סתוית,116
Jewish,F,חיותה,115
Jewish,F,מרגנית,115
Jewish,F,לב,115
Jewish,F,שון,115
Jewish,F,טילא,115
Jewish,F,סוזנה,114
Jewish,F,עטקא,114
Jewish,F,סאני,114
Jewish,F,שיאל,114
Jewish,F,ניצנה,113
Jewish,F,ולרי,113
Jewish,F,אתל,113
Jewish,F,בריינא,113
Jewish,F,נסלי,113
Jewish,F,קלודין,112
Jewish,F,שונטל,112
Jewish,F,נתי,112
Jewish,F,קטיה,112
Jewish,F,אור אל,112
Jewish,F,היא,112
Jewish,F,קיילה,112
Jewish,F,טויבע,111
Jewish,F,קמיל,111
Jewish,F,ונסה,111
Jewish,F,פסי,111
Jewish,F,רייזא,111
Jewish,F,גוליה,110
Jewish,F,דבורית,110
Jewish,F,לחן,110
Jewish,F,קתרין,110
Jewish,F,אודאל,110
Jewish,F,בהירה,109
Jewish,F,לירית,109
Jewish,F,סגולה,108
Jewish,F,שגיא,108
Jewish,F,צירה,108
Jewish,F,פדות,108
Jewish,F,קיילי,108
Jewish,F,ארזה,107
Jewish,F,איתנה,107
Jewish,F,מרינה,107
Jewish,F,טניה,107
Jewish,F,דייזי,107
Jewish,F,שניר,107
Jewish,F,לואיזה,106
Jewish,F,להב,106
Jewish,F,הענדל,106
Jewish,F,העניא,106
Jewish,F,באר,106
Jewish,F,יאירה,105
Jewish,F,סימון,105
Jewish,F,מליא,105
Jewish,F,חמדת,104
Jewish,F,יער,104
Jewish,F,נואל,104
Jewish,F,שובה,104
Jewish,F,גאל,104
Jewish,F,הנדל,104
Jewish,F,צרויה,103
Jewish,F,דונה,103
Jewish,F,גינת,103
Jewish,F,לנה,103
Jewish,F,קאי,103
Jewish,F,ציפא,103
Jewish,F,שובי,103
Jewish,F,אלטא,103
Jewish,F,אריאן,103
